"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"MD","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","47","","01/01/2014","12/31/2014"
"ME","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","37","","01/01/2014","12/31/2014"
"MI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","16.5","","01/01/2014","12/31/2014"
"MN","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","20","","01/01/2014","12/31/2014"
"MO","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","25.5","","01/01/2014","12/31/2014"
"MS","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","36","","01/01/2014","12/31/2014"
"MT","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","16","","01/01/2014","12/31/2014"
"NC","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","42","","01/01/2014","12/31/2014"
"ND","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","9","","01/01/2014","12/31/2014"
"NE","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","36","","01/01/2014","12/31/2014"
"NH","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","30","","01/01/2014","12/31/2014"
"NJ","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","29","","01/01/2014","12/31/2014"
"NM","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","28.5","","01/01/2014","12/31/2014"
"NV","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","27.5","","01/01/2014","12/31/2014"
"NY","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","37","","01/01/2014","12/31/2014"
"OH","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","24","","01/01/2014","12/31/2014"
"OK","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","38","","01/01/2014","12/31/2014"
"OR","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","33","","01/01/2014","12/31/2014"
"PA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","26","","01/01/2014","12/31/2014"
"PR","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"RI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"SC","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","32","","01/01/2014","12/31/2014"
"SD","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","26","","01/01/2014","12/31/2014"
"TN","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","26","","01/01/2014","12/31/2014"
"TX","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","29","","01/01/2014","12/31/2014"
"UT","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","26","","01/01/2014","12/31/2014"
"VA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","16.5","","01/01/2014","12/31/2014"
"VI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"VT","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","28","","01/01/2014","12/31/2014"
"WA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","30","","01/01/2014","12/31/2014"
"WI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","20","","01/01/2014","12/31/2014"
"WV","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","27","","01/01/2014","12/31/2014"
"WY","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"AK","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"AL","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","46","","01/01/2014","12/31/2014"
"AR","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","22","","01/01/2014","12/31/2014"
"AZ","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","27","","01/01/2014","12/31/2014"
"CA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","35","","01/01/2014","12/31/2014"
"CO","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","11","","01/01/2014","12/31/2014"
"CT","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","31","","01/01/2014","12/31/2014"
"DC","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","70","","01/01/2014","12/31/2014"
"DE","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","68","","01/01/2014","12/31/2014"
"FL","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","25","","01/01/2014","12/31/2014"
"GA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","41","","01/01/2014","12/31/2014"
"HI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","24","","01/01/2014","12/31/2014"
"IA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","24","","01/01/2014","12/31/2014"
"ID","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","26","","01/01/2014","12/31/2014"
"IL","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","29","","01/01/2014","12/31/2014"
"IN","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","23","","01/01/2014","12/31/2014"
"KS","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","21","","01/01/2014","12/31/2014"
"KY","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","31","","01/01/2014","12/31/2014"
"LA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","38","","01/01/2014","12/31/2014"
"MA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","43","","01/01/2014","12/31/2014"
"MD","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","62","","01/01/2014","12/31/2014"
"ME","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","30","","01/01/2014","12/31/2014"
"MI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","25","","01/01/2014","12/31/2014"
"MN","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","26","","01/01/2014","12/31/2014"
"MO","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","29","","01/01/2014","12/31/2014"
"MS","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","33","","01/01/2014","12/31/2014"
"MT","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"NC","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","35","","01/01/2014","12/31/2014"
"ND","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"NE","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","37","","01/01/2014","12/31/2014"
"NH","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"NJ","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","30","","01/01/2014","12/31/2014"
"NM","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","50","","01/01/2014","12/31/2014"
"NV","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","28","","01/01/2014","12/31/2014"
"NY","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","46","","01/01/2014","12/31/2014"
"OH","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","22","","01/01/2014","12/31/2014"
"OK","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","25","","01/01/2014","12/31/2014"
"OR","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","55","","01/01/2014","12/31/2014"
"PA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","24","","01/01/2014","12/31/2014"
"PR","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"RI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","46","","01/01/2014","12/31/2014"
"SC","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","41","","01/01/2014","12/31/2014"
"SD","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"TN","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","34","","01/01/2014","12/31/2014"
"TX","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","30","","01/01/2014","12/31/2014"
"UT","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","22","","01/01/2014","12/31/2014"
"VA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","33","","01/01/2014","12/31/2014"
"VI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"VT","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"WA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","30","","01/01/2014","12/31/2014"
"WI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","25","","01/01/2014","12/31/2014"
"WV","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","60","","01/01/2014","12/31/2014"
"WY","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"AK","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","27","","01/01/2014","12/31/2014"
"AL","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","34","","01/01/2014","12/31/2014"
"AR","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","30","","01/01/2014","12/31/2014"
"AZ","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","24","","01/01/2014","12/31/2014"
"CA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","29","","01/01/2014","12/31/2014"
"CO","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","14","","01/01/2014","12/31/2014"
"CT","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","26","","01/01/2014","12/31/2014"
"DC","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","68","","01/01/2014","12/31/2014"
"DE","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","45","","01/01/2014","12/31/2014"
"FL","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","23","","01/01/2014","12/31/2014"
"GA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","33","","01/01/2014","12/31/2014"
"HI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","21","","01/01/2014","12/31/2014"
"IA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","26","","01/01/2014","12/31/2014"
"ID","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","23","","01/01/2014","12/31/2014"
"IL","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","28","","01/01/2014","12/31/2014"
"IN","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","21","","01/01/2014","12/31/2014"
"KS","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","21","","01/01/2014","12/31/2014"
"KY","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","26","","01/01/2014","12/31/2014"
"LA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","30","","01/01/2014","12/31/2014"
"MA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","36","","01/01/2014","12/31/2014"
"MD","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","40","","01/01/2014","12/31/2014"
"ME","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","29","","01/01/2014","12/31/2014"
"MI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","22","","01/01/2014","12/31/2014"
"MN","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","21","","01/01/2014","12/31/2014"
"MO","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","26","","01/01/2014","12/31/2014"
"MS","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","31","","01/01/2014","12/31/2014"
"MT","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","22","","01/01/2014","12/31/2014"
"NC","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","33","","01/01/2014","12/31/2014"
"ND","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","22","","01/01/2014","12/31/2014"
"NE","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","27","","01/01/2014","12/31/2014"
"NH","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","30","","01/01/2014","12/31/2014"
"NJ","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","28","","01/01/2014","12/31/2014"
"NM","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","32","","01/01/2014","12/31/2014"
"NV","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","24","","01/01/2014","12/31/2014"
"NY","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","35","","01/01/2014","12/31/2014"
"OH","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","21","","01/01/2014","12/31/2014"
"OK","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","28","","01/01/2014","12/31/2014"
"OR","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","36","","01/01/2014","12/31/2014"
"PA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","24","","01/01/2014","12/31/2014"
"PR","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"RI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","36","","01/01/2014","12/31/2014"
"SC","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","33","","01/01/2014","12/31/2014"
"SD","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","19","","01/01/2014","12/31/2014"
"TN","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","27","","01/01/2014","12/31/2014"
"TX","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","26","","01/01/2014","12/31/2014"
"UT","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","20","","01/01/2014","12/31/2014"
"VA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","23","","01/01/2014","12/31/2014"
"VI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"VT","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","29","","01/01/2014","12/31/2014"
"WA","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","26","","01/01/2014","12/31/2014"
"WI","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","20","","01/01/2014","12/31/2014"
"WV","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","35","","01/01/2014","12/31/2014"
"WY","Emergency Department","OP20 - Door to diagnostic evaluation by a qualified medical professional","OP_20_OVERALL_MIN","19","","01/01/2014","12/31/2014"
"AK","Emergency Department","Median time to pain med","OP_21","47","","01/01/2014","12/31/2014"
"AL","Emergency Department","Median time to pain med","OP_21","63","","01/01/2014","12/31/2014"
"AR","Emergency Department","Median time to pain med","OP_21","66","","01/01/2014","12/31/2014"
"AS","Emergency Department","Median time to pain med","OP_21","Not Available","5 - Results are not available for this reporting period.","01/01/2014","12/31/2014"
"AZ","Emergency Department","Median time to pain med","OP_21","53","","01/01/2014","12/31/2014"
"CA","Emergency Department","Median time to pain med","OP_21","61","","01/01/2014","12/31/2014"
"CO","Emergency Department","Median time to pain med","OP_21","45","","01/01/2014","12/31/2014"
"CT","Emergency Department","Median time to pain med","OP_21","55","","01/01/2014","12/31/2014"
"DC","Emergency Department","Median time to pain med","OP_21","69","","01/01/2014","12/31/2014"
"DE","Emergency Department","Median time to pain med","OP_21","69","","01/01/2014","12/31/2014"
"FL","Emergency Department","Median time to pain med","OP_21","53","","01/01/2014","12/31/2014"
"GA","Emergency Department","Median time to pain med","OP_21","59","","01/01/2014","12/31/2014"
"GU","Emergency Department","Median time to pain med","OP_21","Not Available","5 - Results are not available for this reporting period.","01/01/2014","12/31/2014"
"HI","Emergency Department","Median time to pain med","OP_21","54","","01/01/2014","12/31/2014"
"IA","Emergency Department","Median time to pain med","OP_21","46","","01/01/2014","12/31/2014"
"ID","Emergency Department","Median time to pain med","OP_21","45","","01/01/2014","12/31/2014"
"IL","Emergency Department","Median time to pain med","OP_21","51","","01/01/2014","12/31/2014"
"IN","Emergency Department","Median time to pain med","OP_21","49","","01/01/2014","12/31/2014"
"KS","Emergency Department","Median time to pain med","OP_21","45","","01/01/2014","12/31/2014"
"KY","Emergency Department","Median time to pain med","OP_21","53","","01/01/2014","12/31/2014"
"LA","Emergency Department","Median time to pain med","OP_21","55","","01/01/2014","12/31/2014"
"MA","Emergency Department","Median time to pain med","OP_21","56","","01/01/2014","12/31/2014"
"MD","Emergency Department","Median time to pain med","OP_21","65","","01/01/2014","12/31/2014"
"ME","Emergency Department","Median time to pain med","OP_21","48","","01/01/2014","12/31/2014"
"MI","Emergency Department","Median time to pain med","OP_21","52","","01/01/2014","12/31/2014"
"MN","Emergency Department","Median time to pain med","OP_21","43","","01/01/2014","12/31/2014"
"MO","Emergency Department","Median time to pain med","OP_21","49","","01/01/2014","12/31/2014"
"MP","Emergency Department","Median time to pain med","OP_21","Not Available","5 - Results are not available for this reporting period.","01/01/2014","12/31/2014"
"MS","Emergency Department","Median time to pain med","OP_21","63","","01/01/2014","12/31/2014"
"MT","Emergency Department","Median time to pain med","OP_21","49","","01/01/2014","12/31/2014"
"NC","Emergency Department","Median time to pain med","OP_21","58","","01/01/2014","12/31/2014"
"ND","Emergency Department","Median time to pain med","OP_21","51","","01/01/2014","12/31/2014"
"NE","Emergency Department","Median time to pain med","OP_21","42","","01/01/2014","12/31/2014"
"NH","Emergency Department","Median time to pain med","OP_21","53","","01/01/2014","12/31/2014"
"NJ","Emergency Department","Median time to pain med","OP_21","57","","01/01/2014","12/31/2014"
"NM","Emergency Department","Median time to pain med","OP_21","54","","01/01/2014","12/31/2014"
"NV","Emergency Department","Median time to pain med","OP_21","55","","01/01/2014","12/31/2014"
"NY","Emergency Department","Median time to pain med","OP_21","59","","01/01/2014","12/31/2014"
"OH","Emergency Department","Median time to pain med","OP_21","52","","01/01/2014","12/31/2014"
"OK","Emergency Department","Median time to pain med","OP_21","53","","01/01/2014","12/31/2014"
"OR","Emergency Department","Median time to pain med","OP_21","59","","01/01/2014","12/31/2014"
"PA","Emergency Department","Median time to pain med","OP_21","56","","01/01/2014","12/31/2014"
"PR","Emergency Department","Median time to pain med","OP_21","Not Available","5 - Results are not available for this reporting period.","01/01/2014","12/31/2014"
"RI","Emergency Department","Median time to pain med","OP_21","51","","01/01/2014","12/31/2014"
"SC","Emergency Department","Median time to pain med","OP_21","58","","01/01/2014","12/31/2014"
"SD","Emergency Department","Median time to pain med","OP_21","42","","01/01/2014","12/31/2014"
"TN","Emergency Department","Median time to pain med","OP_21","54","","01/01/2014","12/31/2014"
"TX","Emergency Department","Median time to pain med","OP_21","54","","01/01/2014","12/31/2014"
"UT","Emergency Department","Median time to pain med","OP_21","41","","01/01/2014","12/31/2014"
"VA","Emergency Department","Median time to pain med","OP_21","46","","01/01/2014","12/31/2014"
"VI","Emergency Department","Median time to pain med","OP_21","Not Available","5 - Results are not available for this reporting period.","01/01/2014","12/31/2014"
"VT","Emergency Department","Median time to pain med","OP_21","62","","01/01/2014","12/31/2014"
"WA","Emergency Department","Median time to pain med","OP_21","53","","01/01/2014","12/31/2014"
"WI","Emergency Department","Median time to pain med","OP_21","40","","01/01/2014","12/31/2014"
"WV","Emergency Department","Median time to pain med","OP_21","67","","01/01/2014","12/31/2014"
"WY","Emergency Department","Median time to pain med","OP_21","48","","01/01/2014","12/31/2014"
"AK","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"AL","Emergency Department","Left before being seen","OP_22","3","","01/01/2013","12/31/2013"
"AR","Emergency Department","Left before being seen","OP_22","3","","01/01/2013","12/31/2013"
"AS","Emergency Department","Left before being seen","OP_22","Not Available","5 - Results are not available for this reporting period.","01/01/2013","12/31/2013"
"AZ","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"CA","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"CO","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"CT","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"DC","Emergency Department","Left before being seen","OP_22","4","","01/01/2013","12/31/2013"
"DE","Emergency Department","Left before being seen","OP_22","3","","01/01/2013","12/31/2013"
"FL","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"GA","Emergency Department","Left before being seen","OP_22","3","","01/01/2013","12/31/2013"
"GU","Emergency Department","Left before being seen","OP_22","Not Available","5 - Results are not available for this reporting period.","01/01/2013","12/31/2013"
"HI","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"IA","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"ID","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"IL","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"IN","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"KS","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"KY","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"LA","Emergency Department","Left before being seen","OP_22","3","","01/01/2013","12/31/2013"
"MA","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
"MD","Emergency Department","Left before being seen","OP_22","3","","01/01/2013","12/31/2013"
"ME","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"MI","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"MN","Emergency Department","Left before being seen","OP_22","1","","01/01/2013","12/31/2013"
"MO","Emergency Department","Left before being seen","OP_22","2","","01/01/2013","12/31/2013"
