ASC_Name,Provider_ID,NPI,City,State,ZIP_Code,ASC6_SSChecklist,ASC_7_Volume,ASC_7_Gastrointestinal,ASC_7_Eye,ASC_7_Nervous_System,ASC_7_Musculoskeletal,ASC_7_Skin,ASC_7_Genitourinary,ASC7_Footnote,ASC_6_7_Encounter_Start_Date,ASC_6_7_Encounter_End_Date
"Physician Surgical Center of Fort Worth, LLP",45C0001357,1578530226,Fort Worth,TX,76107,YES,8900,2480,823,4943,581,2,71,,01/01/2012,12/31/2012
Kelsey Seybold Clinic Ambulatory Surgery Center,45C0001489,1578593224,Houston,TX,77014,YES,,,,,,,,5,01/01/2012,12/31/2012
"Spinecare, LLP",45C0001429,1578610564,Corpus Chris,TX,78414,NO,2392,0,0,294,2098,0,0,,01/01/2012,12/31/2012
"Surgeyecare, Inc.",45C0001083,1578679726,Dallas,TX,75231,YES,1886,0,1886,0,0,0,0,,01/01/2012,12/31/2012
Greenville Surgery Center,45C0001063,1588629604,Dallas,TX,75231,YES,4608,47,3477,2,34,1048,0,,01/01/2012,12/31/2012
"Aesthetic Plastic Surgery Center, LP",45C0001342,1588636278,Houston,TX,77004,YES,65,0,55,0,0,4,6,,01/01/2012,12/31/2012
Memorial Hermann Surgery Center - Memorial Village,45C0001513,1598096802,Houston,TX,77043,YES,6732,608,1,5417,283,11,412,,01/01/2012,12/31/2012
United Surgery Center SE,45C0001077,1598769481,Houston,TX,77034,YES,2106,53,0,1244,797,12,0,,01/01/2012,12/31/2012
San Antonio Gastroenterology Endoscopy Center- Med C,45C0001529,1609153329,San Antonio,TX,78229,YES,4212,4212,0,0,0,0,0,,01/01/2012,12/31/2012
Baylor Surgicare at Plano Parkway,45C0001214,1609179415,Plano,TX,75093,YES,1148,0,0,646,500,2,0,,01/01/2012,12/31/2012
Outpatient Surgery Center,45C0001332,1609814508,Mckinney,TX,75069,YES,2061,0,0,1583,478,0,0,,01/01/2012,12/31/2012
Fort Worth Surgery Center,45C0001011,1609831700,Fort Worth,TX,76104,YES,10417,146,3823,318,2137,3862,131,,01/01/2012,12/31/2012
"Desoto Surgicare Partners, LLC",45C0001205,1609870336,Dallas,TX,75237,YES,3551,1034,1590,458,298,66,105,,01/01/2012,12/31/2012
Surgery Center of Richardson,45C0001341,1609963768,Richardson,TX,75080,YES,471,470,0,0,0,1,0,,01/01/2012,12/31/2012
Woodlands Endoscopy Center,45C0001457,1619065273,The Woodland,TX,77384,YES,5234,5234,0,0,0,0,0,,01/01/2012,12/31/2012
Cleburne Surgical Center,45C0001472,1619093218,Cleburne,TX,76033,YES,5154,453,426,3803,457,14,1,,01/01/2012,12/31/2012
"Kingwood Surgery Center, LLC",45C0001528,1619265295,Humble,TX,77338,NO,3128,3128,0,0,0,0,0,,01/01/2012,12/31/2012
Austin Diagnostic Clinic Ambulatory Surgery Center,45C0001378,1619923950,Austin,TX,78731,YES,4675,2881,404,0,1104,0,286,,01/01/2012,12/31/2012
Doctors Surgicenter,45C0001009,1619971504,Pasadena,TX,77504,YES,8034,3382,3390,745,124,62,331,,01/01/2012,12/31/2012
"Med City Dallas Outpatient Surgery Center, L.P.",45C0001100,1619995180,Dallas,TX,75230,YES,1403,0,18,851,476,56,2,,01/01/2012,12/31/2012
"San Antonio Eye Center, PA",45C0001010,1629038989,San Antonio,TX,78215,YES,2304,0,2304,0,0,0,0,,01/01/2012,12/31/2012
Good Shepard Ambulatory Surgical Center,45C0001164,1629213079,Longview,TX,75601,YES,10248,7030,819,1584,708,6,101,,01/01/2012,12/31/2012
Odessa Endoscopy Center,45C0001335,1629386784,Odessa,TX,79761,YES,2849,2849,0,0,0,0,0,,01/01/2012,12/31/2012
"North Hills Surgicare, L.P.",45C0001252,1639132178,North Richla,TX,76180,YES,112,4,39,0,55,14,0,,01/01/2012,12/31/2012
"Centennial ASC, L.P.",45C0001396,1639146541,Frisco,TX,75035,YES,809,489,0,39,240,39,2,,01/01/2012,12/31/2012
Cy Fair Surgery Center,45C0001160,1639195217,Houston,TX,77065,YES,4181,2355,0,636,830,359,1,,01/01/2012,12/31/2012
"West Park Surgery Center, L.P.",45C0001349,1649233180,Mckinney,TX,75069,YES,4092,488,1070,2094,366,46,28,,01/01/2012,12/31/2012
Foundation Surgery Affiliate of Nacogdoches,45C0001281,1649252883,Nacogdoches,TX,75965,YES,1191,516,1,470,185,3,16,,01/01/2012,12/31/2012
Southwest Endoscopy and Surgery Center,45C0001184,1649494170,Burleson,TX,76028,YES,193,193,0,0,0,0,0,,01/01/2012,12/31/2012
Memorial Hermann Surgery Center Texas Medical Center,45C0001446,1659301794,Houston,TX,77030,YES,3466,1492,746,82,988,21,137,,01/01/2012,12/31/2012
"Sugar Land Surgery Center, LTD",45C0001433,1659316917,Sugar Land,TX,77478,YES,6728,3745,2566,8,211,19,179,,01/01/2012,12/31/2012
"Las Colinas Surgery Center, LTD",45C0001177,1659334191,Irving,TX,75038,YES,3778,3003,6,571,154,26,18,,01/01/2012,12/31/2012
Cityview Surgery Center,45C0001376,1659378800,Fort Worth,TX,76132,YES,3642,0,3642,0,0,0,0,,01/01/2012,12/31/2012
"True View Surgery Center One, LP",45C0001397,1659422467,Houston,TX,77036,YES,8094,2361,0,4188,1528,17,0,,01/01/2012,12/31/2012
The Pain Relief Surgicenter,45C0001463,1659594190,Austin,TX,78759,YES,6537,0,0,244,6293,0,0,,01/01/2012,12/31/2012
"Bay Area Endoscopy Center, LC",45C0001194,1669465068,Houston,TX,77034,YES,13036,13036,0,0,0,0,0,,01/01/2012,12/31/2012
Houston Physician Surgery Center,45C0001017,1669467528,Dickinson,TX,77539,YES,2611,0,0,1632,863,1,115,,01/01/2012,12/31/2012
"South Texas Eye Surgicenter, Inc.",45C0001048,1679554349,Victoria,TX,77901,YES,1569,0,1569,0,0,0,0,,01/01/2012,12/31/2012
Medical Center Endoscopy,45C0451238,1679585772,Houston,TX,77030,YES,14889,14889,0,0,0,0,0,,01/01/2012,12/31/2012
"Oakwood Surgery Center, LTD, LLP",45C0001218,1689639262,Round Rock,TX,78681,YES,5870,2771,876,1008,1061,32,122,,01/01/2012,12/31/2012
Coastal Bend Ambulatory Surgical Center,45C0001040,1689695959,Corpus Chris,TX,78404,YES,1299,0,1264,0,0,35,0,,01/01/2012,12/31/2012
"North Austin Surgery Center, L.P.",45C0001375,1699738112,Austin,TX,78758,YES,3165,1923,0,86,351,2,803,,01/01/2012,12/31/2012
Legacy Surgery Center of Frisco,45C0001461,1699806018,Frisco,TX,75034,YES,911,0,0,636,0,68,207,,01/01/2012,12/31/2012
Turtle Creek Surgery Center,45C0001356,1699819979,Tyler,TX,75701,YES,19,0,5,0,7,7,0,,01/01/2012,12/31/2012
The Knapp Surgery Center,45C0001079,1700024817,Weslaco,TX,78596,YES,1511,8,1219,171,103,5,5,,01/01/2012,12/31/2012
"Oliver St Dermatology ASC, LLC",45C0001328,1700822335,Tyler,TX,75703,YES,1323,0,0,0,0,1323,0,,01/01/2012,12/31/2012
"Walnut Hill Surgery Center, LP",45C0001352,1700838190,Dallas,TX,75231,YES,1862,0,1862,0,0,0,0,,01/01/2012,12/31/2012
"Gab Endoscopy Center, LTD",45C0001345,1700882271,San Antonio,TX,78215,YES,5339,5339,0,0,0,0,0,,01/01/2012,12/31/2012
Texas Midwest Surgery Center,45C0001270,1700887155,Abilene,TX,79601,YES,4167,1017,1262,508,1354,26,0,,01/01/2012,12/31/2012
Urological Surgery Center,45C0001143,1700994290,Fort Worth,TX,76104,YES,617,0,0,0,0,0,617,,01/01/2012,12/31/2012
"Mbc Ambulatory Surgery Center, LP",45C0001464,1710082680,Houston,TX,77002,YES,1424,0,1424,0,0,0,0,,01/01/2012,12/31/2012
Harlingen Surgical Center,45C0001025,1710203427,Harlingen,TX,78550,YES,2047,0,2043,0,0,4,0,,01/01/2012,12/31/2012
Texas Health Surgery Center Denton,45C0001420,1720020472,Denton,TX,76201,YES,3647,1660,284,1405,182,59,57,,01/01/2012,12/31/2012
Central Texas Ambulatory Endoscopy Center,45C0001226,1720072457,San Marcos,TX,78666,YES,8604,8604,0,0,0,0,0,,01/01/2012,12/31/2012
Heaton Laser & Surgery Center,45C0001225,1720081664,Tyler,TX,75701,YES,4026,0,4026,0,0,0,0,,01/01/2012,12/31/2012
"Meah ASC Management, LLC",45C0001313,1720099260,Lake Jackson,TX,77566,YES,4195,2306,0,1889,0,0,0,,01/01/2012,12/31/2012
Conroe Surgery Center,45C0001018,1730146861,Conroe,TX,77304,YES,7234,1147,3042,641,727,1130,547,,01/01/2012,12/31/2012
"Shoreline Surgery Center, LLC",45C0001250,1730369802,Corpus Chris,TX,78404,YES,3617,0,3226,26,128,122,115,,01/01/2012,12/31/2012
"Stonegate Surgery Center, LP",45C0001430,1740231489,Austin,TX,78745,YES,7235,0,0,5792,1443,0,0,,01/01/2012,12/31/2012
Endoscopy Center of Tyler,45C0001379,1740293034,Tyler,TX,75701,YES,5100,5100,0,0,0,0,0,,01/01/2012,12/31/2012
Valley View Surgicare Partners,45C0001133,1750347472,Dallas,TX,75240,YES,2916,0,1783,14,107,175,837,,01/01/2012,12/31/2012
Texas Eye Surgery Center,45C0001459,1750468583,Hurst,TX,76054,YES,3800,0,3800,0,0,0,0,,01/01/2012,12/31/2012
"Round Rock Surgery Center, LLC",45C0001497,1750528717,Round Rock,TX,78664,YES,2415,0,0,2388,27,0,0,,01/01/2012,12/31/2012
Beltline Surgery Center,45C0001510,1750609731,Sunnyvale,TX,75182,YES,1907,0,1907,0,0,0,0,,01/01/2012,12/31/2012
Memorial Hermann Surgery Center - Katy,45C0001447,1760412803,Katy,TX,77494,YES,3062,2658,0,52,118,4,230,,01/01/2012,12/31/2012
Baylor Surgicare at Carrollton,45C0001318,1780683490,Carrollton,TX,75010,YES,4820,0,0,3499,1304,17,0,,01/01/2012,12/31/2012
"Heart of Texas Outpatient Cataract Center, Inc.",45C0001067,1790784726,Brownwood,TX,76801,YES,1200,0,1200,0,0,0,0,,01/01/2012,12/31/2012
Surgery Center of Waxahachie,45C0001462,1790822278,Waxahachie,TX,75165,YES,2014,1055,623,0,293,0,43,,01/01/2012,12/31/2012
San Antonio Surgery Center,45C0001068,1801854591,San Antonio,TX,78240,YES,1985,0,0,623,1312,50,0,,01/01/2012,12/31/2012
Surgery Center of Texas,45C0001330,1811299829,Plano,TX,75093,YES,164,1,3,22,41,97,0,,01/01/2012,12/31/2012
Waco Gastroenterology Endoscopy Center,45C0001337,1811947062,Waco,TX,76712,YES,7684,7684,0,0,0,0,0,,01/01/2012,12/31/2012
Texas Surgery Center,45C0001193,1811995913,Dallas,TX,75246,YES,2221,8,1135,132,816,130,0,,01/01/2012,12/31/2012
Old Town Endoscopy Center,45C0001239,1821067554,Dallas,TX,75206,YES,11398,11398,0,0,0,0,0,,01/01/2012,12/31/2012
South Austin Surgery Center,45C0001031,1821174780,Austin,TX,78745,YES,3674,4,12,2389,1262,7,0,,01/01/2012,12/31/2012
Corpus Christi Endoscopy Center,45C0001470,1831238773,Corpus Chris,TX,78414,YES,6579,6579,0,0,0,0,0,,01/01/2012,12/31/2012
"Rio Grande Surgery Center Associates, L.P.",45C0001152,1841253838,Mcallen,TX,78503,YES,2377,313,1722,2,258,82,0,,01/01/2012,12/31/2012
Cross Timbers Surgery Center,45C0001294,1841295425,Arlington,TX,76012,YES,13794,13794,0,0,0,0,0,,01/01/2012,12/31/2012
The Headache and Pain Ambulatory Surgery Center,45C0001380,1841305521,Harlingen,TX,78550,YES,5666,0,0,5661,5,0,0,,01/01/2012,12/31/2012
Summit Ambulatory Surgery Center,45C0001088,1841397171,Houston,TX,77469,YES,1223,0,520,690,12,1,0,,01/01/2012,12/31/2012
Macarthur Surgery Center,45C0001361,1851408389,Irving,TX,75061,YES,1654,0,0,0,508,1146,0,,01/01/2012,12/31/2012
Texoma Valley Surgery Center,45C0001292,1851475461,Sherman,TX,75092,YES,592,0,0,99,329,164,0,,01/01/2012,12/31/2012
Hill County Surgery Center,45C0001412,1861405607,Cedar Park,TX,78613,YES,2270,0,1368,364,531,7,0,,01/01/2012,12/31/2012
Maplewood Ambulatory Surgery Center,45C0001241,1861418378,Wichita Fall,TX,76308,YES,4355,0,0,4355,0,0,0,,01/01/2012,12/31/2012
Physicians Surgicenter of Houston,45C0001035,1861546525,Richardson,TX,75080,YES,682,682,0,0,0,0,0,,01/01/2012,12/31/2012
Hays Surgery Center,45C0001544,1861766016,Kyle,TX,78640,YES,14,0,0,0,11,0,3,,01/01/2012,12/31/2012
"Prg Dallas ASC, LP",45C0001023,1871529388,Dallas,TX,75204,YES,6569,0,6569,0,0,0,0,,01/01/2012,12/31/2012
"High Plains Surgery Center, LP",45C0001441,1871608216,Lubbock,TX,79410,YES,6148,1598,59,4293,116,59,23,,01/01/2012,12/31/2012
Grand Parkway Surgery Center,45C0001532,1871816827,Richmond,TX,77406,YES,780,0,0,362,416,2,0,,01/01/2012,12/31/2012
Paso Del Norte Surgery Center,45C0001247,1881678662,El Paso,TX,79912,YES,2728,724,0,1412,587,5,0,,01/01/2012,12/31/2012
"Oprex Surgery Baytown, LP",45C0001515,1881915304,Baytown,TX,77521,YES,2770,904,162,822,167,6,709,,01/01/2012,12/31/2012
"Texas Endoscopy, LLC",45C0001277,1891776605,Plano,TX,75093,YES,4915,4915,0,0,0,0,0,,01/01/2012,12/31/2012
Rockwell Health Surgery Center,45C0001373,1891788584,Heath,TX,75032,YES,1652,192,73,718,416,253,0,,01/01/2012,12/31/2012
"Physicians Ambulatory Surgery Center, LLC",45C0001320,1902036049,Houston,TX,77063,YES,16137,16137,0,0,0,0,0,,01/01/2012,12/31/2012
"Cataract and Surgical Center of Lubbock, LLC",45C0001310,1902802036,Lubbock,TX,79424,YES,2102,0,2102,0,0,0,0,,01/01/2012,12/31/2012
South Arlington Surgical Providers,45C0001234,1902844426,Arlington,TX,76015,YES,4975,0,4975,0,0,0,0,,01/01/2012,12/31/2012
Novamed Surgery Center of Dallas,45C0001334,1902850506,Dallas,TX,75252,YES,4391,851,464,2221,825,30,0,,01/01/2012,12/31/2012
"Sdm Medical, Inc.",45C0001272,1902850571,Fort Worth,TX,76132,YES,475,0,0,0,475,0,0,,01/01/2012,12/31/2012
"Central Park Endoscopy Center, LLC",45C0001291,1902875438,Bedford,TX,76022,YES,11299,11299,0,0,0,0,0,,01/01/2012,12/31/2012
Pasteur Plaza Surgery Center,45C0001314,1912965963,San Antonio,TX,78229,YES,2213,0,0,147,32,2,2032,,01/01/2012,12/31/2012
"Amarillo Surgery and Endoscopy, LP",45C0001432,1922052364,Amarillo,TX,79124,YES,7348,7348,0,0,0,0,0,,01/01/2012,12/31/2012
"North Central Methodist ASC, L.P.",45C0001308,1922075167,San Antonio,TX,78258,YES,3754,1151,663,261,1569,94,16,,01/01/2012,12/31/2012
The Surgery Center at Williamson,45C0001522,1922301712,Round Rock,TX,78665,YES,929,49,288,64,442,1,85,,01/01/2012,12/31/2012
Northstar Surgical Center,45C0001289,1932104064,Lubbock,TX,79416,YES,7651,3146,173,2230,1837,54,211,,01/01/2012,12/31/2012
"Lubbock Surgery Center, LTD",45C0001045,1932162195,Lubbock,TX,79410,YES,3186,205,869,1047,996,68,1,,01/01/2012,12/31/2012
"Pain Care of North Texas, LLC",45C0001360,1942299441,Allen,TX,75013,YES,26,0,0,0,26,0,0,,01/01/2012,12/31/2012
Park Ten Surgical Center,45C0001539,1942570502,Houston,TX,77084,YES,593,0,0,153,438,2,0,,01/01/2012,12/31/2012
Memorial Hermann Surgical Center Sugar Land,45C0001449,1952331092,Sugar Land,TX,77479,YES,3459,2570,3,478,235,21,152,,01/01/2012,12/31/2012
"Denton Regional Ambulatory Surgery Center, L.P.",45C0001388,1952364499,Denton,TX,76210,YES,7521,6188,492,760,15,65,1,,01/01/2012,12/31/2012
Austin Eye Laser and Surgicenter,45C0001271,1952398141,Austin,TX,78759,YES,1463,0,1463,0,0,0,0,,01/01/2012,12/31/2012
Christus Santa Rosa Physicians Ambulatory Surgery Ce,45C0001450,1962428268,San Antonio,TX,78209,YES,9618,389,121,6528,2486,94,0,,01/01/2012,12/31/2012
Central Texas Day Surgery Center,45C0001036,1962459610,Killeen,TX,76542,YES,8425,0,783,7641,1,0,0,,01/01/2012,12/31/2012
First Surgical Woodlands LP,45C0001411,1962538959,Conroe,TX,77384,YES,1030,0,0,879,149,2,0,,01/01/2012,12/31/2012
Calloway Creek Surgery Center,45C0001466,1962626523,North Richla,TX,76180,YES,5652,28,59,4896,576,93,0,,01/01/2012,12/31/2012
Acd-Sa LTD,45C0001236,1962661884,San Antonio,TX,78229,YES,3007,0,0,2968,39,0,0,,01/01/2012,12/31/2012
Hyde Park Surgery Center,45C0001481,1962671487,Austin,TX,78751,YES,2313,0,0,1198,1110,5,0,,01/01/2012,12/31/2012
"Baylor Surgicare at Plano, LLC",45C0001355,1962681130,Plano,TX,75093,YES,9000,7610,0,796,328,266,0,,01/01/2012,12/31/2012
"Scnetx, LLC",45C0001179,1962772871,Texarkana,TX,75503,YES,3521,1381,140,1314,257,1,428,,01/01/2012,12/31/2012
"Methodist Medical Center ASC, L.P.",45C0001371,1972570117,San Antonio,TX,78229,YES,2360,1359,862,3,67,16,53,,01/01/2012,12/31/2012
Texas Regional Eye Center ASC,45C0001403,1972675668,Bryan,TX,77802,YES,1709,0,1705,0,0,4,0,,01/01/2012,12/31/2012
"Clear Lake Surgicare, LTD",45C0001012,1982667499,Webster,TX,77598,YES,3390,203,2673,54,412,46,2,,01/01/2012,12/31/2012
"Thr Stt Rockwall ASC, LLC",45C0001492,1982716106,Rockwall,TX,75032,YES,6134,0,0,6134,0,0,0,,01/01/2012,12/31/2012
"Baylor Surgicare at Ennis, LLC",45C0001487,1992008965,Ennis,TX,75119,YES,4154,1043,0,2376,296,103,336,,01/01/2012,12/31/2012
Baylor Surgicare at Mansfield,45C0001486,1992037352,Mansfield,TX,76063,YES,3534,367,0,2587,358,34,188,,01/01/2012,12/31/2012
San Antonio Endoscopy Center,45C0001338,1992796742,San Antonio,TX,78229,YES,5780,5780,0,0,0,0,0,,01/01/2012,12/31/2012
"Physicians Surgical Center of Ft. Worth, LLP",45C0001256,1992901847,Ft. Worth,TX,76104,YES,735,15,0,0,659,5,56,,01/01/2012,12/31/2012
"Mountain West Surgery Center, LLC",46C0001039,1003119470,Bountiful,UT,84010,YES,3498,52,1147,481,1592,127,99,,01/01/2012,12/31/2012
"Wasatch Front Surgery Center, LLC",46C0001033,1063720365,West Valley,UT,84120,YES,3681,1617,816,652,355,162,79,,01/01/2012,12/31/2012
"Granite Peaks Endoscopy, LLC",46C0001047,1083758320,Sandy,UT,84092,YES,1509,1509,0,0,0,0,0,,01/01/2012,12/31/2012
Ridgeline Endoscopy Center LC,46C0001023,1154304749,South Ogden,UT,84405,YES,6260,6253,0,0,7,0,0,,01/01/2012,12/31/2012
The Cataract and Lasik Center of Utah,46C0001005,1164613790,Orem,UT,84057,YES,3146,0,2607,456,0,83,0,,01/01/2012,12/31/2012
Intermountain Avenues Surgical Center,46C0001003,1164647707,Salt Lake Ci,UT,84103,YES,996,2,431,75,373,79,36,,01/01/2012,12/31/2012
"St. Mark's Ambulatory Surgery Associates, L.P.",46C0001012,1174587984,Salt Lake Ci,UT,84124,YES,3199,163,896,976,1148,16,0,,01/01/2012,12/31/2012
Cedar Orthopaedic Surgery Center,46C0001038,1194815639,Cedar City,UT,84721,YES,289,0,0,196,90,3,0,,01/01/2012,12/31/2012
Coral Desert Surgery Center,46C0001036,1346205176,St. George,UT,84790,YES,3565,699,1267,392,732,144,331,,01/01/2012,12/31/2012
"Mckay-Dee Surgical Center, LLC",46C0001004,1346420882,Ogden,UT,84403,YES,2862,133,1185,66,1272,112,94,,01/01/2012,12/31/2012
Physicians Surgery Center,46C0001044,1356395586,Salt Lake Ci,UT,84124,YES,2573,0,2573,0,0,0,0,,01/01/2012,12/31/2012
St. George Surgical Center,46C0001008,1356444863,St. George,UT,84770,YES,855,137,616,81,11,9,1,,01/01/2012,12/31/2012
"The Surgicare Center of Utah, Inc.",46C0001006,1366550170,Salt Lake Ci,UT,84107,YES,3512,0,3384,0,0,128,0,,01/01/2012,12/31/2012
Cedar Surgical Associates,46C0001028,1447267554,Cedar City,UT,84720,YES,34,0,0,0,0,34,0,,01/01/2012,12/31/2012
St. George Endoscopy,46C0001035,1457325573,St. George,UT,84790,YES,5204,5204,0,0,0,0,0,,01/01/2012,12/31/2012
Salt Lake Surgical Center,46C0001002,1487616793,Salt Lake Ci,UT,84107,YES,785,0,349,21,62,182,171,,01/01/2012,12/31/2012
Riverwoods Surgery Center,46C0001042,1538100649,Provo,UT,84604,YES,666,0,594,8,50,11,3,,01/01/2012,12/31/2012
"Utah Surgery Center, L.P.",46C0001021,1598772634,Sandy,UT,84070,YES,1482,262,7,498,630,31,54,,01/01/2012,12/31/2012
Salt Lake Endoscopy Center,46C0001011,1609896216,Salt Lake Ci,UT,84102,YES,2043,2043,0,0,0,0,0,,01/01/2012,12/31/2012
Eastern Utah Surgical Center,46C0001032,1619048170,Price,UT,84501,NO,340,0,335,0,0,5,0,,01/01/2012,12/31/2012
"Bountiful Surgery Center, LLC",46C0001045,1669415451,Bountiful,UT,84010,YES,4351,4351,0,0,0,0,0,,01/01/2012,12/31/2012
Mountain West Endoscopy Center,46C0001020,1679545784,Salt Lake Ci,UT,84121,YES,4584,4584,0,0,0,0,0,,01/01/2012,12/31/2012
"Mt. Ogden Utah Surgical Center, LLC",46C0001017,1720324296,Ogden,UT,84403,YES,0,0,0,0,0,0,0,,01/01/2012,12/31/2012
Zion Eye Institute,46C0001018,1831182799,St. George,UT,84790,YES,1475,0,1475,0,0,0,0,,01/01/2012,12/31/2012
"The Wasatch Endoscopy Center, LTD.",46C0001016,1881701290,Salt Lake Ci,UT,84124,NO,7228,7228,0,0,0,0,0,,01/01/2012,12/31/2012
Northern Utah Endoscopy Center,46C0001026,1902875669,Logan,UT,84341,YES,2614,2614,0,0,0,0,0,,01/01/2012,12/31/2012
Central Utah Surgical Center,46C0001015,1962463950,Provo,UT,84604,YES,10839,3614,2071,1792,2435,361,566,,01/01/2012,12/31/2012
South Main Surgery Center,46C0001014,1972528537,St. George,UT,84770,YES,2249,0,0,324,1806,119,0,,01/01/2012,12/31/2012
"Cottonwood Surgery Center, LLC",46C0001054,1982915294,Murray,UT,84107,YES,1172,0,177,118,797,37,43,,01/01/2012,12/31/2012
Roanoke Ambulatory Surgery Center,49C0001030,1013914985,Roanoke,VA,24016,YES,4917,0,0,3096,1810,11,0,,01/01/2012,12/31/2012
Roanoke Valley Center for Sight,49C0001021,1023005139,Salem,VA,24153,YES,8651,0,8651,0,0,0,0,,01/01/2012,12/31/2012
"Med Atlantic, Inc.",49C0001008,1033135314,Richmond,VA,23235,YES,6101,0,0,0,0,0,6101,,01/01/2012,12/31/2012
St. Mary's Ambulatory Surgery Center,49C0001044,1043236664,Richmond,VA,23226,YES,3924,23,10,1311,2530,50,0,,01/01/2012,12/31/2012
Virginia Eye Institute Surgery Center,49C0001007,1053336602,Richmond,VA,23226,YES,9509,0,8863,0,0,646,0,,01/01/2012,12/31/2012
Virginia Center for Eye Surgery,49C0001036,1053345082,Virginia Bea,VA,23454,YES,2136,0,2136,0,0,0,0,,01/01/2012,12/31/2012
"Tuckahoe Surgery Center, L.P.",49C0001013,1053375873,Henrico,VA,23294,YES,1142,1,2,442,681,5,11,,01/01/2012,12/31/2012
Inova Surgery Center - Countryside,49C0001014,1063442077,Sterling,VA,20165,YES,11723,6626,745,120,2504,878,850,,01/01/2012,12/31/2012
"Chippenham Ambulatory Surgery Center, LLC",49C0001058,1093088999,Richmond,VA,23225,YES,33,0,0,1,32,0,0,,01/01/2012,12/31/2012
Cataract and Refractive Surgery Center,49C0001010,1093716037,Richmond,VA,23226,YES,1613,0,1613,0,0,0,0,,01/01/2012,12/31/2012
Carilion Surgery Center New River Valley LLC,49C0001035,1114924651,Christiansbu,VA,24073,YES,1913,184,555,514,415,66,179,,01/01/2012,12/31/2012
Surgicenter of Central Virginia,49C0001009,1154323988,Fredericksbu,VA,22401,YES,11766,6527,3197,176,1726,130,10,,01/01/2012,12/31/2012
Roanoke Surgery Center,49C0001002,1205869211,Salem,VA,24153,YES,7487,5207,1080,142,668,180,210,,01/01/2012,12/31/2012
Eye Surgery Center of Central Virginia,49C0001018,1215957816,Forest,VA,24551,YES,2512,0,2512,0,0,0,0,,01/01/2012,12/31/2012
The Surgery Center of Chesapeake,49C0001024,1235115239,Chesapeake,VA,23320,YES,3498,11,2442,352,631,59,3,,01/01/2012,12/31/2012
"Surgi-Center of Winchester, Inc.",49C0001004,1265471510,Winchester,VA,22601,YES,1493,68,177,0,1224,24,0,,01/01/2012,12/31/2012
Fredericksburg Ambulatory Surgery Center,49C0001006,1326097981,Fredericksbu,VA,22401,YES,2663,136,454,535,1411,61,66,,01/01/2012,12/31/2012
Mary Immaculate Ambulatory,49C0001034,1346270329,Newport News,VA,23602,YES,2554,47,0,956,1528,19,4,,01/01/2012,12/31/2012
Virginia Surgery Center,49C0001042,1366496143,Norfolk,VA,23502,YES,4438,0,4292,0,0,146,0,,01/01/2012,12/31/2012
Northern Virginia Eye Surgery Center,49C0001052,1407079155,Fairfax,VA,22031,YES,3201,0,3189,0,0,12,0,,01/01/2012,12/31/2012
Franconia-Springfield Surgery Center,49C0001022,1417922915,Alexandria,VA,22310,YES,10787,4843,686,2218,2633,262,145,,01/01/2012,12/31/2012
Winchester Eye Surgery Center,49C0001046,1467559625,Winchester,VA,22601,YES,3233,0,3220,0,0,13,0,,01/01/2012,12/31/2012
"Fairfax Surgical Center, L.P.",49C0001001,1477516979,Fairfax,VA,22030,YES,5300,0,3348,203,1575,40,134,,01/01/2012,12/31/2012
"Stony Point Surgery Center, LLC",49C0001025,1508972118,Richmond,VA,23235,YES,16032,798,7957,6324,451,339,163,,01/01/2012,12/31/2012
Virginia Beach Ambulatory Surgery Center,49C0001012,1528027026,Virginia Bea,VA,23454,YES,1202,34,9,67,872,174,46,,01/01/2012,12/31/2012
Prince William Surgery Center,49C0001039,1528077658,Manassas,VA,20110,YES,4967,2168,938,927,715,5,214,,01/01/2012,12/31/2012
"Careplex Orthopaedic Ambulatory Surgery Center, LLC",49C0001057,1548582463,Hampton,VA,23666,YES,470,0,0,0,470,0,0,,01/01/2012,12/31/2012
"Med Atlantic, Inc.",49C0001016,1568489086,Mechanicsvil,VA,23116,YES,1671,0,0,0,0,0,1671,,01/01/2012,12/31/2012
Bon Secours Surgery Center at Harbour View,49C0001049,1568505899,Suffolk,VA,23435,YES,5153,16,3206,328,1360,210,33,,01/01/2012,12/31/2012
Osteopathic Surgical Center,49C0001048,1598786477,Charlottesvi,VA,22911,YES,2656,0,24,2048,584,0,0,,01/01/2012,12/31/2012
Surgery Center of Lynchburg,49C0001023,1598797714,Lynchburg,VA,24501,YES,6219,16,628,3945,1599,10,21,,01/01/2012,12/31/2012
Monticello Community Surgery Center,49C0001029,1629045133,Charlottesvi,VA,22911,YES,3414,2,1775,299,1178,108,52,,01/01/2012,12/31/2012
"Skin Surgery Center of Virginia, LLC",49C0001054,1649443367,Henrico,VA,23238,YES,501,0,0,0,0,501,0,,01/01/2012,12/31/2012
"Reston Surgery Center, L.P.",49C0001033,1659335438,Reston,VA,20190,YES,6244,1704,1832,603,1409,33,663,,01/01/2012,12/31/2012
Virginia Beach Eye Center,49C0001041,1669545471,Virginia Bea,VA,23454,YES,840,0,840,0,0,0,0,,01/01/2012,12/31/2012
Bon Secours Surgery Center at Virginia Beach,49C0001047,1699818237,Virginia Bea,VA,23462,YES,2991,0,1512,1085,354,40,0,,01/01/2012,12/31/2012
