"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"MT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.689","","01/01/2014","12/31/2014"
"NC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.865","","01/01/2014","12/31/2014"
"ND","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.720","","01/01/2014","12/31/2014"
"NE","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.498","","01/01/2014","12/31/2014"
"NH","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.567","","01/01/2014","12/31/2014"
"NJ","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.077","","01/01/2014","12/31/2014"
"NM","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.423","","01/01/2014","12/31/2014"
"NV","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.060","","01/01/2014","12/31/2014"
"NY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.942","","01/01/2014","12/31/2014"
"OH","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.922","","01/01/2014","12/31/2014"
"OK","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.070","","01/01/2014","12/31/2014"
"OR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.656","","01/01/2014","12/31/2014"
"PA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.813","","01/01/2014","12/31/2014"
"PR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.322","","01/01/2014","12/31/2014"
"RI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.648","","01/01/2014","12/31/2014"
"SC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.979","","01/01/2014","12/31/2014"
"SD","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.569","","01/01/2014","12/31/2014"
"TN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.047","","01/01/2014","12/31/2014"
"TX","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.836","","01/01/2014","12/31/2014"
"UT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.626","","01/01/2014","12/31/2014"
"VA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.867","","01/01/2014","12/31/2014"
"VI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","2.977","","01/01/2014","12/31/2014"
"VT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.206","","01/01/2014","12/31/2014"
"WA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.846","","01/01/2014","12/31/2014"
"WI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.507","","01/01/2014","12/31/2014"
"WV","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.846","","01/01/2014","12/31/2014"
"WY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.364","","01/01/2014","12/31/2014"
"AK","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.810","","01/01/2014","12/31/2014"
"AL","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.298","","01/01/2014","12/31/2014"
"AR","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.336","","01/01/2014","12/31/2014"
"AS","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2014","12/31/2014"
"AZ","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.090","","01/01/2014","12/31/2014"
"CA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.824","","01/01/2014","12/31/2014"
"CO","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.677","","01/01/2014","12/31/2014"
"CT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.789","","01/01/2014","12/31/2014"
"DC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.210","","01/01/2014","12/31/2014"
"DE","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.457","","01/01/2014","12/31/2014"
"FL","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.135","","01/01/2014","12/31/2014"
"GA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.171","","01/01/2014","12/31/2014"
"GU","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2014","12/31/2014"
"HI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.039","","01/01/2014","12/31/2014"
"IA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.937","","01/01/2014","12/31/2014"
"ID","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.681","","01/01/2014","12/31/2014"
"IL","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.808","","01/01/2014","12/31/2014"
"IN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.880","","01/01/2014","12/31/2014"
"KS","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.723","","01/01/2014","12/31/2014"
"KY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.411","","01/01/2014","12/31/2014"
"LA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.245","","01/01/2014","12/31/2014"
"MA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.614","","01/01/2014","12/31/2014"
"MD","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.443","","01/01/2014","12/31/2014"
"ME","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.704","","01/01/2014","12/31/2014"
"MI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.082","","01/01/2014","12/31/2014"
"MN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.471","","01/01/2014","12/31/2014"
"MO","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.858","","01/01/2014","12/31/2014"
"MP","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2014","12/31/2014"
"MS","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.004","","01/01/2014","12/31/2014"
"MT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.148","","01/01/2014","12/31/2014"
"NC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.962","","01/01/2014","12/31/2014"
"ND","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.116","","01/01/2014","12/31/2014"
"NE","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.698","","01/01/2014","12/31/2014"
"NH","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.889","","01/01/2014","12/31/2014"
"NJ","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.194","","01/01/2014","12/31/2014"
"NM","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.630","","01/01/2014","12/31/2014"
"NV","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.319","","01/01/2014","12/31/2014"
"NY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.007","","01/01/2014","12/31/2014"
"OH","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.014","","01/01/2014","12/31/2014"
"OK","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.252","","01/01/2014","12/31/2014"
"OR","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.842","","01/01/2014","12/31/2014"
"PA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.894","","01/01/2014","12/31/2014"
"PR","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.713","","01/01/2014","12/31/2014"
"RI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.949","","01/01/2014","12/31/2014"
"SC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.135","","01/01/2014","12/31/2014"
"SD","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.932","","01/01/2014","12/31/2014"
"TN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.168","","01/01/2014","12/31/2014"
"TX","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.903","","01/01/2014","12/31/2014"
"UT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.857","","01/01/2014","12/31/2014"
"VA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.993","","01/01/2014","12/31/2014"
"VI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","7.182","","01/01/2014","12/31/2014"
"VT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.561","","01/01/2014","12/31/2014"
"WA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.004","","01/01/2014","12/31/2014"
"WI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.646","","01/01/2014","12/31/2014"
"WV","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.054","","01/01/2014","12/31/2014"
"WY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.201","","01/01/2014","12/31/2014"
"AK","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.076","","01/01/2014","12/31/2014"
"AL","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.003","","01/01/2014","12/31/2014"
"AR","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.902","","01/01/2014","12/31/2014"
"AS","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2014","12/31/2014"
"AZ","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.814","","01/01/2014","12/31/2014"
"CA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.710","","01/01/2014","12/31/2014"
"CO","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.392","","01/01/2014","12/31/2014"
"CT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.518","","01/01/2014","12/31/2014"
"DC","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.709","","01/01/2014","12/31/2014"
"DE","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.749","","01/01/2014","12/31/2014"
"FL","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.990","","01/01/2014","12/31/2014"
"GA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.941","","01/01/2014","12/31/2014"
"GU","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2014","12/31/2014"
"HI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.472","","01/01/2014","12/31/2014"
"IA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.567","","01/01/2014","12/31/2014"
"ID","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.181","","01/01/2014","12/31/2014"
"IL","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.642","","01/01/2014","12/31/2014"
"IN","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.646","","01/01/2014","12/31/2014"
"KS","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.421","","01/01/2014","12/31/2014"
"KY","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.067","","01/01/2014","12/31/2014"
"LA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.953","","01/01/2014","12/31/2014"
"MA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.431","","01/01/2014","12/31/2014"
"MD","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.111","","01/01/2014","12/31/2014"
"ME","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.254","","01/01/2014","12/31/2014"
"MI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.886","","01/01/2014","12/31/2014"
"MN","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.272","","01/01/2014","12/31/2014"
"MO","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.636","","01/01/2014","12/31/2014"
"MP","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2014","12/31/2014"
"MS","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.702","","01/01/2014","12/31/2014"
"MT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.383","","01/01/2014","12/31/2014"
"NC","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.775","","01/01/2014","12/31/2014"
"ND","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.440","","01/01/2014","12/31/2014"
"NE","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.344","","01/01/2014","12/31/2014"
"NH","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.341","","01/01/2014","12/31/2014"
"NJ","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.968","","01/01/2014","12/31/2014"
"NM","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.272","","01/01/2014","12/31/2014"
"NV","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.841","","01/01/2014","12/31/2014"
"NY","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.880","","01/01/2014","12/31/2014"
"OH","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.835","","01/01/2014","12/31/2014"
"OK","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.909","","01/01/2014","12/31/2014"
"OR","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.503","","01/01/2014","12/31/2014"
"PA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.738","","01/01/2014","12/31/2014"
"PR","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.118","","01/01/2014","12/31/2014"
"RI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.425","","01/01/2014","12/31/2014"
"SC","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.840","","01/01/2014","12/31/2014"
"SD","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.324","","01/01/2014","12/31/2014"
"TN","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.935","","01/01/2014","12/31/2014"
"TX","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.772","","01/01/2014","12/31/2014"
"UT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.445","","01/01/2014","12/31/2014"
"VA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.754","","01/01/2014","12/31/2014"
"VI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.946","","01/01/2014","12/31/2014"
"VT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.052","","01/01/2014","12/31/2014"
"WA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.708","","01/01/2014","12/31/2014"
"WI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.392","","01/01/2014","12/31/2014"
"WV","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.670","","01/01/2014","12/31/2014"
"WY","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.061","","01/01/2014","12/31/2014"
"AK","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.828","","01/01/2014","12/31/2014"
"AL","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.654","","01/01/2014","12/31/2014"
"AR","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.663","","01/01/2014","12/31/2014"
"AS","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2014","12/31/2014"
"AZ","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.927","","01/01/2014","12/31/2014"
"CA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.067","","01/01/2014","12/31/2014"
"CO","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.092","","01/01/2014","12/31/2014"
"CT","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.064","","01/01/2014","12/31/2014"
"DC","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.897","","01/01/2014","12/31/2014"
"DE","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.048","","01/01/2014","12/31/2014"
"FL","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.877","","01/01/2014","12/31/2014"
"GA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.902","","01/01/2014","12/31/2014"
"GU","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2014","12/31/2014"
"HI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.723","","01/01/2014","12/31/2014"
"IA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.900","","01/01/2014","12/31/2014"
"ID","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.689","","01/01/2014","12/31/2014"
"IL","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.971","","01/01/2014","12/31/2014"
"IN","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.936","","01/01/2014","12/31/2014"
"KS","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.922","","01/01/2014","12/31/2014"
"KY","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.928","","01/01/2014","12/31/2014"
"LA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.661","","01/01/2014","12/31/2014"
"MA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.950","","01/01/2014","12/31/2014"
"MD","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.180","","01/01/2014","12/31/2014"
"ME","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.583","","01/01/2014","12/31/2014"
"MI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.905","","01/01/2014","12/31/2014"
"MN","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.803","","01/01/2014","12/31/2014"
"MO","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.881","","01/01/2014","12/31/2014"
"MP","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2014","12/31/2014"
"MS","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.698","","01/01/2014","12/31/2014"
"MT","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.790","","01/01/2014","12/31/2014"
"NC","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.912","","01/01/2014","12/31/2014"
"ND","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.867","","01/01/2014","12/31/2014"
"NE","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.693","","01/01/2014","12/31/2014"
"NH","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.987","","01/01/2014","12/31/2014"
"NJ","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.951","","01/01/2014","12/31/2014"
"NM","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.082","","01/01/2014","12/31/2014"
"NV","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.017","","01/01/2014","12/31/2014"
"NY","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.907","","01/01/2014","12/31/2014"
"OH","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.922","","01/01/2014","12/31/2014"
"OK","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.903","","01/01/2014","12/31/2014"
"OR","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.708","","01/01/2014","12/31/2014"
"PA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.913","","01/01/2014","12/31/2014"
"PR","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.322","","01/01/2014","12/31/2014"
"RI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.999","","01/01/2014","12/31/2014"
"SC","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.818","","01/01/2014","12/31/2014"
"SD","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.984","","01/01/2014","12/31/2014"
"TN","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.785","","01/01/2014","12/31/2014"
"TX","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.885","","01/01/2014","12/31/2014"
"UT","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.828","","01/01/2014","12/31/2014"
"VA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.970","","01/01/2014","12/31/2014"
"VI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.388","","01/01/2014","12/31/2014"
"VT","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.566","","01/01/2014","12/31/2014"
"WA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.978","","01/01/2014","12/31/2014"
"WI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.896","","01/01/2014","12/31/2014"
"WV","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.963","","01/01/2014","12/31/2014"
"WY","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.665","","01/01/2014","12/31/2014"
"AK","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.997","","01/01/2014","12/31/2014"
"AL","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.690","","01/01/2014","12/31/2014"
"AR","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.717","","01/01/2014","12/31/2014"
"AS","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2014","12/31/2014"
"AZ","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.968","","01/01/2014","12/31/2014"
"CA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.088","","01/01/2014","12/31/2014"
"CO","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.153","","01/01/2014","12/31/2014"
"CT","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.118","","01/01/2014","12/31/2014"
"DC","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.984","","01/01/2014","12/31/2014"
"DE","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.158","","01/01/2014","12/31/2014"
"FL","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.898","","01/01/2014","12/31/2014"
"GA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.936","","01/01/2014","12/31/2014"
"GU","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2014","12/31/2014"
"HI","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.816","","01/01/2014","12/31/2014"
"IA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.961","","01/01/2014","12/31/2014"
"ID","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.787","","01/01/2014","12/31/2014"
"IL","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.000","","01/01/2014","12/31/2014"
"IN","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.976","","01/01/2014","12/31/2014"
"KS","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.987","","01/01/2014","12/31/2014"
"KY","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.974","","01/01/2014","12/31/2014"
"LA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.701","","01/01/2014","12/31/2014"
"MA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.988","","01/01/2014","12/31/2014"
"MD","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.228","","01/01/2014","12/31/2014"
"ME","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.658","","01/01/2014","12/31/2014"
"MI","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.935","","01/01/2014","12/31/2014"
"MN","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.847","","01/01/2014","12/31/2014"
"MO","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.920","","01/01/2014","12/31/2014"
"MP","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2014","12/31/2014"
"MS","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.747","","01/01/2014","12/31/2014"
"MT","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.900","","01/01/2014","12/31/2014"
